"PC1","PC2","PC3","celltype"
-0.613839468438904,-0.248176831482851,-0.749406009651495,"early epidermal progenitors"
-0.272849890642126,-0.716958871063635,0.64150051783279,"otf+ cells 2"
-0.562600316688421,0.334441729052013,-0.75606191117579,"neoblast 1"
-0.680984223190593,0.0457961933541735,-0.730864690924231,"neoblast 1"
-0.0691838061361568,0.732161688614458,0.677608192611143,"late epidermal progenitors 2"
0.905935707718598,-0.420918774606741,-0.0459116397437758,"psap+ parenchymal cells"
0.897812187320339,-0.439158299063568,0.0327607182867229,"psap+ parenchymal cells"
0.817908694904831,-0.225314857985387,-0.529394542444576,"ldlrr-1+ parenchymal cells"
-0.223230928130305,-0.0146685722651958,-0.974655213762171,"neoblast 1"
-0.578839462803467,0.744791570065386,-0.332009628566598,"neoblast 1"
-0.612126229125283,0.53565810519868,-0.581697407551229,"neoblast 1"
-0.223575476842765,0.304695467347585,-0.925837285019548,"neoblast 1"
-0.454265078999147,-0.890862344969642,-0.00274231965473441,"muscle body"
-0.178810672613735,-0.0438060771567726,-0.982907814071878,"neoblast 1"
-0.322142861464147,0.213726904409592,-0.922249850712476,"neoblast 1"
0.88882778540239,-0.457787960368865,-0.0203801677617333,"psap+ parenchymal cells"
0.88921877601137,-0.457219550853544,0.0155000227781637,"aqp+ parenchymal cells"
-0.27939824474063,0.320039522047046,-0.905268648061863,"neoblast 1"
-0.445162358358985,-0.895089291875832,0.025409334298415,"muscle body"
0.0349990648621516,0.380975408350982,-0.923922509570244,"neoblast 1"
-0.216357253503888,0.490050627813959,-0.844416911860131,"early epidermal progenitors"
-0.171770355015785,-0.0666829471884481,0.982877576146701,"otf+ cells 2"
-0.69589395557311,0.553597459107825,-0.45745104204294,"neoblast 1"
-0.469997450922807,0.448935656750487,-0.759973139146426,"early epidermal progenitors"
0.479803311829157,-0.866728038225206,0.136276519298292,"aqp+ parenchymal cells"
-0.673922733707993,-0.218978916062689,-0.705603559593881,"neoblast 1"
